ID,PROPERTY ADDRESS,SUBMISSION DATE,OWNER NAME,OWNER DATE,OWNER MANAGEMENT AGENT NAME,OWNER NOTICES AGENT NAME,OWNER NOTICES AGENT PHONE,OWNER NOTICES AGENT EMAIL,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,OWNER MANAGEMENT AGENT ADDRESS,OWNER MANAGEMENT AGENT CITY,OWNER MANAGEMENT AGENT STATE,OWNER MANAGEMENT AGENT ZIP,LOCATION
158226,4623 N Chester Av,03/11/2022,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",12/23/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,4623 N Chester Av,Chicago,IL,,4623 N Chester Av,Chicago,IL,,POINT (-87.83869227967783 41.964432581175124)
153408,4624 S Keating Av,03/02/2022,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",12/22/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,4624 S Keating Av,Chicago,IL,,4624 S Keating Av,Chicago,IL,,POINT (-87.74211399450431 41.80869214566478)
161324,4813 W Argyle St,03/16/2022,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",01/03/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,4813 W Argyle St,Chicago,IL,,4813 W Argyle St,Chicago,IL,,POINT (-87.74847222574729 41.97156244678138)
499942,4816 S Kedvale Av,10/26/2022,Federal National Mortgage Association,10/05/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.72733470738375 41.80544798120938)
151021,4828 W Wabansia Av,02/25/2022,"The Bank of New York Mellon, successor to The Bank of New Yo",12/14/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,4828 W Wabansia Av,Chicago,IL,,4828 W Wabansia Av,Chicago,IL,,POINT (-87.747098783719 41.91155305322296)
519950,4834 S Harding Av,12/13/2022,Fay Servicing/Alfreda Johnson,12/05/2022,Fay Servicing/Alfreda Johnson,IRA T. NEVEL,(131) 235-7112,pleadings@nevellaw.com,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,POINT (-87.72242218146539 41.80499465009917)
435640,4948 W Winnemac Av,07/26/2022,Federal Home Loan Morgage Corp.,07/14/2022,Arcenio Salinas,Arcenio Salinas,(847) 640-9521,arcenio@crosstown-realty.com,333 W Wacker Dr,Chicago,IL,,3836 N Troy St,Chicago,IL,,POINT (-87.75202987365087 41.97265151531722)
383313,501 N Clinton St,06/16/2022,US Bank National Association,06/13/2022,Victoria Ortiz,Victoria Ortiz,(312) 476-5754,victoria.ortiz@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.64225167999025 41.89079821366712)
135605,5024 W Van Buren St,02/01/2022,Federal National Mortgage Association,01/24/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.75033565345909 41.87501770775857)
267481,5037 W Winnemac Av,04/29/2022,"U.S. Bank N.A., as Trustee f/b/o holders of Structured Asset",01/04/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,5037 W Winnemac Av,Chicago,IL,,5037 W Winnemac Av,Chicago,IL,,POINT (-87.7542714248376 41.97240605734864)
476273,5116 W Waveland Av,09/14/2022,Fay Servicing,08/31/2022,Anthony Disano,"Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,425 S Financial Pl,Chicago,IL,,425 S Financial Pl,Chicago,IL,,POINT (-87.7552670983885 41.947961638122095)
118224,515 E 77th St,01/07/2022,Amos Financial LLC,01/06/2022,Anthony Kopp,Anthony Kopp,(847) 433-2600,anthony@amosfinancial.com,1554 N Leavitt St,Chicago,IL,,1554 N Leavitt St,Chicago,IL,,POINT (-87.61194001462201 41.75470839915604)
473522,5201 S Cornell Av,09/08/2022,"DLJ Mortgage Capital, Inc.",04/11/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8201 S Cornell Av,Chicago,IL,,5201 S Cornell Av,Chicago,IL,,POINT (-87.58590624226461 41.80103834602979)
144967,5306 W Grace St,02/15/2022,Fannie Mae,01/19/2022,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S Wacker Dr,Chicago,IL,,2054 N California Av,Chicago,IL,,POINT (-87.75985107088707 41.949725454523374)
157057,5319 W Race Av,03/09/2022,"The Bank of New York Mellon as Trustee for CWABS, Inc. Asset",01/04/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,5319 W Race Av,Chicago,IL,,5319 W Race Av,Chicago,IL,,POINT (-87.7586739220141 41.88991466522937)
156954,5401 N Natoma Av,03/09/2022,"Federal Home Loan Mortgage Corporation, as Trustee for the b",01/04/2022,Oakriver Property Management,James H,(312) 263-1414,katie.williams@oakriverpm.com,5401 N Natoma Av,Chicago,IL,,5401 N Natoma Av,Chicago,IL,,POINT (-87.79250295262727 41.97928340994061)
506223,5415 N Sheridan Rd,11/10/2022,"Bank of America, NA",08/23/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,5415 N Sheridan Rd,Chicago,IL,,5415 N Sheridan Rd,Chicago,IL,,POINT (-87.65495264052998 41.980473329827255)
161188,5443 S Indiana Av,03/16/2022,Federal Home Loan Mortgage Corporation,02/28/2022,Mera Kordic,Mera Kordic,(312) 720-6667,merakordic@hotmail.com,1207 N Dearborn Pw,Chicago,IL,,1207 N Dearborn Pw,Chicago,IL,,POINT (-87.62071264696742 41.79527034520294)
472627,5615 S Carpenter St,09/07/2022,Penny Mac,08/22/2022,Mariela Pantaleo First Vice President,Mariela Pantaleo First Vice President,(469) 443-4794,mariela.pantaleo@pennymac.com,5615 S Carpenter St,Chicago,IL,,5615 S Carpenter St,Chicago,IL,,POINT (-87.65102408391375 41.791915097695636)
350446,5630 S Peoria St,06/09/2022,Federal National Mortgage Association,06/01/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.64766436655736 41.791511517449266)
462429,5701 S Loomis Bv,08/26/2022,US Bank National Association,07/18/2022,Victoria Ortiz,Victoria Ortiz,(312) 476-5754,victoria.ortiz@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.6594882164482 41.790368158110006)
438284,5740 S Laflin St,07/29/2022,"Towd Point Mortgage Trust 2018-5, U.S. Bank National Associa",04/12/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,5740 S Laflin St,Chicago,IL,,5740 S Laflin St,Chicago,IL,,POINT (-87.66216913416139 41.7891995671699)
149804,5747 N Sheridan Rd,02/23/2022,"Wilmington Savings Fund Society, FSB, not in its individual",11/29/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,5747 N Sheridan Rd,Chicago,IL,,5747 N Sheridan Rd,Chicago,IL,,POINT (-87.65514121600714 41.986932671545986)
292691,6045 S Marshfield Av,05/03/2022,CitiGroup Mortage Loan Trust Inc,09/23/2019,Joseph Lee,Joseph Lee,(773) 392-1716,josephlee986@gmail.com,310 E 95th St,Chicago,IL,,310 E 95th St,Chicago,IL,,POINT (-87.66538542936654 41.78358209957914)
156602,616 E 90th St,03/08/2022,"Peoples United Bank, N.A.",02/23/2021,PEOPLES UNITED BANK N.A.,"Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,175 N Franklin St,Chicago,IL,,175 N Franklin St,Chicago,IL,,POINT (-87.60881656359214 41.73122157118187)
145063,630 N State St,02/15/2022,Fannie Mae,11/22/2021,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S Wacker Dr,Chicago,IL,,2054 N California Av,Chicago,IL,,POINT (-87.62826120172546 41.89331563822805)
210166,6333 S Honore St,04/22/2022,Federal National Mortgage Association,03/18/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,REO@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.67012408556 41.778388149550814)
168098,638 W 62nd St,03/31/2022,Federal National Mortgage Association,02/28/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.64153444990167 41.78173141815393)
148352,6410 S May St,02/21/2022,"The Bank of New York Mellon, successor to The Bank of New Yo",09/04/2019,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,6410 S May St,Chicago,IL,,6410 S May St,Chicago,IL,,POINT (-87.65337625102904 41.777433353555224)
206112,6437 S Marshfield Av,04/18/2022,US Bank National Association,04/13/2022,Kathryn Florez,Kathryn Florez,(312) 932-8408,Kathryn.florez@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.66526049481776 41.77653090376282)
323525,6440 S Campbell Av,05/23/2022,Federal National Mortgage Association,04/29/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.68614595937836 41.7761792951156)
164875,6442 S Loomis Bv,03/24/2022,Nations Direct Mortgage,02/09/2022,Bay Street Realty,Bay Street Realty,(773) 270-0635,kandice@bay-streetrealty.com,1500 S Halsted St,Chicago,IL,,1500 S Halsted St,Chicago,IL,,POINT (-87.65942342064113 41.77644297677647)
503313,6730 S South Shore Dr,11/03/2022,Federal National Mortgage Association,10/19/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.56676653959914 41.77262718696298)
420607,6945 S Paulina St,07/18/2022,Federal National Mortgage Association,07/06/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.66616365134189 41.767192134948274)
130111,7006 S Oakley Av,01/25/2022,Federal National Mortgage Association,12/13/2021,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.6808984572212 41.76628483070683)
480588,7037 S Crandon Av,09/21/2022,Federal National Mortgage Association,09/07/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.56965008779132 41.76697537535457)
157108,7141 S Eggleston Av,03/09/2022,"NRZ REO XVIII, LLC C/O  Fay Servicing",01/04/2022,"NRZ REO XVIII, LLC C/O  Fay Servicing","IRA T. NEVEL, LLC",(312) 357-1125,pleadings@nevellaw.com,440 S La Salle St,Chicago,IL,,440 S La Salle St,Chicago,IL,,POINT (-87.63570672310418 41.76411611374875)
157142,7141 S Eggleston Av,03/09/2022,"NRZ REO XVIII, LLC C/O  Fay Servicing",01/04/2022,"NRZ REO XVIII, LLC C/O  Fay Servicing","IRA T. NEVEL, LLC",(312) 357-1125,pleadings@nevellaw.com,440 S La Salle St,Chicago,IL,,440 S La Salle St,Chicago,IL,,POINT (-87.63570672310418 41.76411611374875)
145041,7143 S Kedzie Av,02/15/2022,Fannie Mae,01/10/2022,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S Wacker Dr,Chicago,IL,,2054 N California Av,Chicago,IL,,POINT (-87.7026287332206 41.76310488873022)
164391,7222 S Lafayette Av,03/23/2022,"U.S. Bank, N.A., successor trustee to LaSalle Bank National",02/20/2020,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,7222 S Lafayette Av,Chicago,IL,,7222 S Lafayette Av,Chicago,IL,,POINT (-87.62665687823231 41.76295247977543)
446332,7337 S South Shore Dr,08/04/2022,Federal National Mortgage Association,07/08/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.55961668246357 41.76323502386814)
504736,7427 S Bennett Av,11/07/2022,US Bank National Association,08/12/2022,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.57907674194107 41.7598389803946)
132602,7636 S Dante Av,01/28/2022,"Towd Point Mortgage Trust 2015-3, U.S. Bank National Associa",11/30/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,7636 S Dante Av,Chicago,IL,,7636 S Dante Av,Chicago,IL,,POINT (-87.58965843805687 41.75580575728309)
161341,7652 S Rhodes Av,03/16/2022,"U.S. Bank NA, successor trustee to Bank of America, NA, suce",01/04/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,7652 S Rhodes Av,Chicago,IL,,7652 S Rhodes Av,Chicago,IL,,POINT (-87.61153408907987 41.755086021777274)
134900,7722 S Carpenter St,01/31/2022,McCormick 111 LLC,01/07/2022,Millennium Properties,Brad Thompson,(312) 338-3012,bthompson@mpirealestate.com,350 N La Salle St,Chicago,IL,,350 N La Salle St,Chicago,IL,,POINT (-87.65032750257213 41.75347810564076)
135207,7801 S Carpenter St,01/31/2022,78ag llc,12/15/2021,tom sdralis,tom sdralis,(847) 815-7454,tsdralis@gmail.com,7801 S Carpenter St,Chicago,IL,,7801 S Carpenter St,Chicago,IL,,POINT (-87.65000143915259 41.752283588325604)
436121,7944 S Honore St,07/27/2022,"Deutsche Bank National Trust Company, as Trustee, on behalf",04/18/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,7944 S Honore St,Chicago,IL,,7944 S Honore St,Chicago,IL,,POINT (-87.66961247544965 41.748941801056525)
132643,8010 S Ridgeland Av,01/28/2022,"DLJ Mortgage Capital, Inc.",12/06/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8010 S Ridgeland Av,Chicago,IL,,8010 S Ridgeland Av,Chicago,IL,,POINT (-87.5817775199649 41.74932011528878)
480591,8133 S Dante Av,09/21/2022,Federal National Mortgage Association,06/17/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.589224003554 41.74680885015992)
431476,814 E 38th Pl,07/22/2022,"DLJ Mortgage Capital, Inc.",05/24/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,814 E 38th Pl,Chicago,IL,,814 E 38th Pl,Chicago,IL,,POINT (-87.60699009845194 41.825408387557076)
350682,8214 S East End Av,06/09/2022,US Bank National Association,06/06/2022,Victoria Ortiz,Victoria Ortiz,(312) 476-5754,victoria.ortiz@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.58308864364746 41.74557030895104)
165577,8226 S Morgan St,03/25/2022,"Deutsche Bank National Trust Company, as trustee, on behalf",01/14/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8226 S Morgan St,Chicago,IL,,8226 S Morgan St,Chicago,IL,,POINT (-87.6488600403293 41.744280017220994)
494957,8258 S Calumet Av,10/17/2022,"Towd Point Mortgage Trust 2018-2, U.S. Bank National Associa",06/29/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8258 S Calumet Av,Chicago,IL,,8258 S Calumet Av,Chicago,IL,,POINT (-87.61649046799904 41.74387415920878)
509311,8311 S Paxton Av,11/18/2022,Fay Servicing LLC,10/12/2022,"Fay Servicing, LLC/ Glen Brooks/Darren Perez","Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,425 S Financial Pl,Chicago,IL,,425 S Financial Pl,Chicago,IL,,POINT (-87.57083596073578 41.74402580167591)
431466,8337 S Wentworth Av,07/22/2022,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",05/16/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,9337 S Wentworth Av,Chicago,IL,,9337 S Wentworth Av,Chicago,IL,,POINT (-87.62894511543317 41.74247676265845)
498918,835 E 46th St,10/24/2022,Federal National Mortgage Association,09/16/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.60515080994645 41.81126289243166)
120616,8411 S Kolmar Av,01/11/2022,U.S. Bank National Association,12/20/2021,U.S. Bank National Association,McCalla Raymer Liebert Pierce LLC,(312) 346-9088,pleadings@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.7355370629652 41.739820229743124)
319913,8433 S Burley Av,05/19/2022,"Wells Fargo Bank, N.A., as Trustee, for Park Place Securitie",02/22/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8433 S Burley Av,Chicago,IL,,8433 S Burley Av,Chicago,IL,,POINT (-87.54526914915482 41.741925689633035)
495716,8455 S Escanaba Av,10/18/2022,"DLJ Mortgage Capital, Inc",06/14/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,8455 S Escanaba Av,Chicago,IL,,8455 S Escanaba Av,Chicago,IL,,POINT (-87.55378231445403 41.74119472132047)
224274,8636 S Lowe Av,04/27/2022,U.S. Bank National Association,04/19/2022,Kathryn Florez,Kathryn Florez,(312) 932-8408,Kathryn.Florez@mccalla.com,1 N Dearborn St,Chicago,IL,,1 N Dearborn St,Chicago,IL,,POINT (-87.64013293774218 41.73672418830757)
491494,8832 S Halsted St,10/10/2022,Federal National Mortgage Association,09/15/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.64368687943247 41.73331721425827)
70294,911 W Addison St,11/03/2021,US Bank NA as Legal Title Trustee for Truman 2016,10/11/2021,Parkvue Realty,Parkvue Realty,(888) 998-4758,team@parkvuerealty.com,911 W Addison St,Chicago,IL,,911 W Addison St,Chicago,IL,,POINT (-87.65238063360903 41.94716729447274)
462529,9157 S Oglesby Av,08/26/2022,"Towd Point Mortgage Trust 2018-6, U.S. Bank National Associa",04/18/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,9157 S Oglesby Av,Chicago,IL,,9157 S Oglesby Av,Chicago,IL,,POINT (-87.56684088506236 41.728251841846074)
189934,9307 S La Salle St,04/06/2022,Federal National Mortgage Association,03/31/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.62739535522226 41.72507391486123)
480444,9325 S Calumet Av,09/21/2022,Residential Capital Partners,08/08/2022,Residential Capital Partners,"Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,175 N Franklin Bv,Chicago,IL,,175 N Franklin Bv,Chicago,IL,,POINT (-87.61528096895098 41.72475481377067)
135575,934 N Saint Louis Av,02/01/2022,Federal National Mortgage Association,01/13/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.71411667436944 41.898356838998225)
132594,9754 S Ingleside Av,01/28/2022,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",11/30/2021,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,9754 S Ingleside Av,Chicago,IL,,9754 S Ingleside Av,Chicago,IL,,POINT (-87.60082996268648 41.71738678888876)
144513,9851 S Dobson Av,02/14/2022,Fannie Mae,12/08/2021,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S Wacker Dr,Chicago,IL,,2054 N California Av,Chicago,IL,,POINT (-87.59804578036076 41.71518910323826)
130561,9912 S Yale Av,01/26/2022,Federal National Mortgage Association,12/14/2021,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.62983088904865 41.71393921540823)
130563,9953 S Peoria St,01/26/2022,Federal National Mortgage Association,12/22/2021,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S Wacker Dr,Chicago,IL,,1000 N Milwaukee Av,Chicago,IL,,POINT (-87.64526640603948 41.71260794057174)
521351,8442 S Oglesby Av,12/15/2022,Federal National Mortgage Association,11/16/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.56744019269911 41.741351419108085)
521673,9443 S Wabash Av,12/16/2022,Forethought Life Insurance Company,07/11/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.62206939305837 41.72230194533394)
525040,1401 N Massasoit Av,12/22/2022,"Fay Servicing, LLC/ Grace Przybysz",12/09/2022,"Fay Servicing, LLC/ Grace Przybysz","Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,3320 N CENTRAL AVE,CHICAGO,IL,60634,3320 N CENTRAL AVE,CHICAGO,IL,60634,POINT (-87.76927626918953 41.90580368459065)
526914,11751 S Loomis St,12/27/2022,US Bank National Association,12/07/2022,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,POINT (-87.6564389085198 41.67974775691275)
526929,2620 E 91st St,12/27/2022,"U.S. Bank Trust National Association, not in its individual",09/29/2022,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.56003754941909 41.73007479801405)
528375,5837 S Emerald Av,12/30/2022,Federal National Mortgage Association,12/05/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.64362257633347 41.78770989162342)
530967,7933 S Harvard Av,01/05/2023,Federal National Mortgage Association,12/07/2022,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.63292014769344 41.74980843707086)
533150,6832 S Wolcott Av,01/11/2023,Fay Servicing,12/05/2022,Fay Servicing/Anthony Disano,"Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,POINT (-87.67136530933537 41.769292454808436)
535782,7720 S Jeffery Bv,01/18/2023,"DLJ Mortgage Capital, Inc.",07/13/2022,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.57619833818143 41.75458500330731)
536365,1840 W 83rd St,01/19/2023,Wintrust Mortgage,12/30/2022,Heather Schultz,Wintrust Mortgage,(224) 585-5159,jinsco@wintrust.com,9701 W. Higgins Road,St 400,IL,60018,165 Bishops Way Suite 150,Brookfield,WI,53005,POINT (-87.66972170966145 41.74309716750078)
536524,4910 W Schubert Av,01/20/2023,JPMorgan Chase Bank,11/22/2022,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.74949083410635 41.92979210142031)
538852,7930 S Kenwood Av,01/26/2023,PHH-GNMA,05/06/2022,Realty Services Consortium,Realty Services Consortium,(773) 264-6400,88rsc@live.com,"4405 Walters Road,, Suite 500,",Houston,TX,77014,9263 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60619,POINT (-87.59196260741506 41.75048374868686)
540332,7934 S Oglesby Av,01/30/2023,Crosscountry Mortgage Inc,01/18/2023,Grazyna Przybysz,Grazyna Przybysz,(773) 343-2551,grace.przybysz@comcast.net,6850 Miller Rd,Brecksville,OH,44141,3320 N CENTRAL AVE,CHICAGO,IL,60634,POINT (-87.56758217952195 41.75066372104184)
541432,8214 S East End Av,02/02/2023,US Bank National Association,06/06/2022,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.58308864364746 41.74557030895104)
544218,5915 W Iowa St,02/10/2023,"PNC Bank, National Association",01/27/2023,REO Asset Managment,"PNC Bank, National Association",(412) 762-5888,reo@pnc.com,3232 Newmark Dr Mail Stop B6-YM13-01-8,Miamisburg,OH,45342,249 Fifth Ave Mail Stop P1-POPP-17-B,Pittsburgh,PA,15222,POINT (-87.77301919101309 41.89645253121382)
544472,1321 W 108th Pl,02/10/2023,Federal National Mortgage Association,01/12/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65553461566924 41.69664022222382)
544473,1738 W Steuben St,02/10/2023,Federal National Mortgage Association,01/31/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.66483331562583 41.6872499435452)
548199,9030 S Harper Av,02/22/2023,5AIF Nutmeg LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.5869272365006 41.7304754839629)
548200,7416 S Green St,02/22/2023,5AIF Nutmeg LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.64561831634553 41.75920704184583)
